Affiliation No.,Company,Last Name,Address,State,Phone,Email,Website,Affiliated upto,Type of School,Description
1930682,St. Josephs School,Principal Dorin Bosco X,"Attinkarai, Manavalakurichy ,629252",Tamil Nadu,"4651 ,200004,8903164624",florypaduasr@gmail.com,www.stjosephschool.co,3/31/2020,Secondary School,1930682 Affiliation No Secondary School
1931009,"St. Marys Central School, Kaliyal",Principal Mr. Fr. Joshy George Cmi,"Kaliyal, Kaliyal (P.O.) Kanniyakumari, 629101 Tamilnadu ,629101",Tamil Nadu,",04651281211",sm.central2013@gmail.com,,3/31/2022,Senior Secondary,1931009 Affiliation No Senior Secondary
1930473,St.Antonys Public School,Principal Mrs.Shireen Sundersingh,"V.M.Chatram,Maharajanagar P.O ,627011",Tamil Nadu,",0462-2522466",stantonyspschool@gmail.com,,3/31/2020,Senior Secondary,1930473 Affiliation No Senior Secondary
1930442,St.Arokia Annai School,Principal Mubarak Banu,"Arokia Annai Trust, Selliempatti Village & Post, Placode Taluk, Dharmapuri-636 809. ,636809",Tamil Nadu,"4348 ,235244",devithanu90@gmail.com,www.arokiaannaitrust.com,3/31/2021,Secondary School,1930442 Affiliation No Secondary School
1930310,St.Joan Of Arc International School,Principal Jean Jaculine,"Thogamalai Main Road,(Rear Of Modern Mill),Adhavathur (Po) ,620102",Tamil Nadu,"0431 ,2607287",jaculineanand@gmail.com,stjoanofarcschool.com,3/31/2020,Senior Secondary,1930310 Affiliation No Senior Secondary
1930925,St.John Paul Academy (Cbse),Principal Mrs.A.Victoria Seeli,"Nehruji Nagar, Dindigul. ,624001",Tamil Nadu,",04512432500",st.johnpaulacademy@gmail.com,stjohnpaulacademy.in,3/31/2021,Secondary School,1930925 Affiliation No Secondary School
1930509,St.Johns Public School,Principal Shanthi Samuel,"Lake- Bund Road, Off Perumbakkam Main Road, Jalladianpet, Medavakkam, Chennai- 600 100 ,600100",Tamil Nadu,"044 ,65484433",principal@sjps.edu.in,www.sjps.edu.in,3/31/2020,Senior Secondary,1930509 Affiliation No Senior Secondary
1930803,St.Josephs International School,Principal Sudha,"Thiruvannamalai Nh Road, Anchoor Post, Soolamalai ,635108",Tamil Nadu,"4343 ,9597107600",sudhamanusree@gmail.com,www.stjosephsintlschool.org,3/31/2020,Secondary School,1930803 Affiliation No Secondary School
1930350,St.Paul Public School,Principal Mr. N.Venkatachalapathy,"39/2, Kumbakonam Main Road, Panikankuppam, Panruti, Cuddalore, Tamil Nadu-607106 ,607106",Tamil Nadu,"4142 ,9444114059",stpaulcbsepanruti@gmail.com,http://stpaulpublicschool.com/,3/31/2022,Senior Secondary,1930350 Affiliation No Senior Secondary
1930951,St.Paula Montal School,Principal Miss Helen Mary.B,"Mukkalampadu,Kurunthencode(P.O) ,629805",Tamil Nadu,",04651-223378",stpaulamontalschool@gmail.com,http://www.spmsmukkalampadu.com/,3/31/2022,Secondary School,1930951 Affiliation No Secondary School
1930943,St.Xaviers Public School,Principal Mr.T. Manuel Anandam,"Pilloor - Nallakulam Madurai Main Road Sivagangai- 630 562 ,630562",Tamil Nadu,",9677771447",stxavierssvg@yahoo.com,,3/31/2022,Secondary School,1930943 Affiliation No Secondary School
1931008,Stacg Hi-Tech School,Principal Mrs. I. Antoniammal,"4/253-9 Ac Nagar Panayankurichi Vilaku Idaikal, Ambasamudram Taluk, Tirunelveli ,627602",Tamil Nadu,",04633270294",stacgedu@gmail.com,,3/31/2022,Secondary School,1931008 Affiliation No Secondary School
1930860,Stanes School,Principal Mr. A Benjamin,"1044, Avinashi Road ,641018",Tamil Nadu,",04222213953",stanesschoolcbse@gmail.com,http://www.stanesschoolcbse.org,3/31/2022,Senior Secondary,1930860 Affiliation No Senior Secondary
1930321,Star School,Principal Siddarthan R,"Covai Main Road Andankoil, Karur Tamilnadu - 639002 ,639002",Tamil Nadu,"0432 ,9600914417",siddarthv2a@gmail.com,www.starschools.co.in,3/31/2020,Secondary School,1930321 Affiliation No Secondary School
1930955,Stella Marys Cbse School,Principal Mrs. E. Anitta,"Vellamodi Junction, Ganapathipuram Post ,629502",Tamil Nadu,",04651238850",principal@stellamarysschool.in,http://stellamarysschool.in/,3/31/2022,Secondary School,1930955 Affiliation No Secondary School
1930638,Subbiah Central School,Principal Santosh Kanavalli,"No 1, College Road, Tirupur - 641602 ,641602",Tamil Nadu,"0421 ,2240774",principalscs@subbiahschools.org,www.subbiahschools.org,3/31/2020,Secondary School,1930638 Affiliation No Secondary School
1930468,Subham Vidhyalayaa,Principal Lisha Florence R V,"Vilvarayanallur Village, Madurantakam, Kancheepuram, Tamil Nadu. ,603306",Tamil Nadu,"91 ,9865422888",lishaflorence.chem@gmail.com,www.subhamvidhyalayaa.in,3/31/2020,Senior Secondary,1930468 Affiliation No Senior Secondary
1931051,Subham Vidya Mandir,Principal Mrs. K.Vidya,"Survey No.611/1, Sri Kali Nagar, Sattanathapuram Village, Sirkali ,609110",Tamil Nadu,",9994350501",sudesh@subhamschools.com,,3/31/2022,Secondary School,1931051 Affiliation No Secondary School
1930182,Suddhananda Vidyalaya,Principal S Mangayarkarasi,"Suddhananda Puram Opp East Coast Road Uthandi Chennai ,600019",Tamil Nadu,"044 ,24530813",svuthandi@gmail.com,www.svuchennai.com,5/31/2022,Secondary School,1930182 Affiliation No Secondary School
1930715,Sudharsanam Vidyaashram,Principal Mr. Madhu Pusarla,"Poonamallee-Avadi Main Road,Thiruverkadu ,600077",Tamil Nadu,"044 ,914426800979,",principal@svschool.ac.in,www.svschool.ac.in,3/31/2021,Senior Secondary,1930715 Affiliation No Senior Secondary
1930865,Suguna International School,Principal Mr. Antonyraj .G,"102A, Dr. Radhakrishnan Road, Doctors Colony, Gandhipuram ,641012",Tamil Nadu,",04222529777",sugunaintl@gmail.com,http://www.sugunaintl.com,3/31/2021,Secondary School,1930865 Affiliation No Secondary School
1930213,Suguna Pip School,Principal M Poovannan,"Nehru Nagar, Kalapatty Road, Coimbatore, Tamilnadu ,641014",Tamil Nadu,"0422 ,2901210",poova1969@gmail.com,www.sugunapip.com,3/31/2020,Senior Secondary,1930213 Affiliation No Senior Secondary
1930229,Sunbeam School,Principal Rathish P,"128, Mettukulam, Katpadi, Vellore Pin 632059 ,632059",Tamil Nadu,"0416 ,2295604",rathishpillaip@gmail.com,www.sunbeamcbse.org,3/31/2020,Senior Secondary,1930229 Affiliation No Senior Secondary
1930291,Sunshine Chennai Senior Secondary School,Principal Dhaarini Mohan,"86/2,Ags Colony, Puzhithivakkam,Madipakkam, ,600091",Tamil Nadu,"044 ,22582001",INFO@SUNSHINESCHOOL.IN,WWW.SUNSHINESCHOOL.IN,3/31/2022,Senior Secondary,1930291 Affiliation No Senior Secondary
1930173,Sushil Hari Intl. Res. School,Principal Priya Vasudev,"Sree Ramarajya Campus Vanallur Road Kelambakkam Tamil Nadu ,603103",Tamil Nadu,"044 ,27414015",priashiv@gmail.com,www.sushilharischool.org,3/31/2020,Senior Secondary,1930173 Affiliation No Senior Secondary
1930620,Svc Sai Niketan School,Principal Mr. R. Manickam,"Svc Nagar Puliyangudi Tirunelveli - Dist. Tamil Nadu - 627855 ,627855",Tamil Nadu,",04636233751",principal@svcsainiketan.com,http://www.svcsainiketan.com,3/31/2018,Secondary School,1930620 Affiliation No Secondary School
1931024,Swami Vivekananda Vidya Peedam,Principal Mrs. N.Devikalanidhi,"No. 1, Ramakrishnapuram, Chellaperumal Nagar, Sriperumbudur ,602105",Tamil Nadu,",7094443341",svvpeedam@gmail.com,,3/31/2022,Secondary School,1931024 Affiliation No Secondary School
1930622,Swami Vivekananda Vidyamandir,Principal Mrs.V.Devasena,"72, Harveypatti Thirupparankundram Madurai District ,625005",Tamil Nadu,"0452 ,04522485685",principalsvvmcbse@gmail.com,www.svvmschoolmdu.edu.in,3/31/2021,Senior Secondary,1930622 Affiliation No Senior Secondary
1930982,Swamys School,Principal Mrs. S. Shanthini,"Plot No .145 To 152, Narasimhan Street, Gurusamy Nagar, Madanandapuram ,600125",Tamil Nadu,",04424826004",brindaven@swamysschool.com,http://www.swamysschool.com,3/31/2022,Middle Class,1930982 Affiliation No Middle Class
1930966,Swamys School,Principal Mrs. Jaya Chandrasekhar,"Plot No 23 To 29, 41 To 49, Rajeswari Street, Santhosh Nagar, Madanandapuram ,600125",Tamil Nadu,",04424826000",pushpanjali@swamysschool.com,http://www.swamysschool.com,3/31/2022,Secondary School,1930966 Affiliation No Secondary School
1930547,Tagore Public School,Principal Geeta,"Salem-Cuddalore Main Road Deviyakurichi Po Attur Tk Salem Dt ,636112",Tamil Nadu,"4282 ,9442700403",geetasnekha@gmail.com,www.tagorecbse.com,3/31/2020,Senior Secondary,1930547 Affiliation No Senior Secondary
1930563,Taruwin Vidhya Mandir School,Principal V Latha,"Pusaripatti, Sogathur - Post, Dharmapuri Taluk ,636809",Tamil Nadu,"4342 ,2291622",vlathakannan73@gmail.com,www.taruwin.in,3/31/2022,Secondary School,1930563 Affiliation No Secondary School
1930636,Thaai School,Principal Chitra K,"Union Office Road, T.Vadipatti ,625218",Tamil Nadu,"0454 ,3254418",thaaicbse@gmail.com,www.thaai.com,3/31/2021,Senior Secondary,1930636 Affiliation No Senior Secondary
1930774,Thamarai International School,Principal Mrs. H Jayashree Badrinath,"156/4A1 Asoor Main Road, Kadichambadi Vilage, Kumbakonam ( Taluk), Thanjavur -612501 ,612501",Tamil Nadu,",04352000242,04362253364",principalkum@thamaraischools.org,http://www.thamaraischools.org,3/31/2022,Senior Secondary,1930774 Affiliation No Senior Secondary
1930251,Thamarai International School,Principal P V M Kameswar Rao,"Karunthattankudai P.O Thanjavur Kumbakonam Bye Pass Road, ,613002",Tamil Nadu,"4362 ,253362",principal@thamaraischools.org,www.thamaraischools.org,3/31/2021,Senior Secondary,1930251 Affiliation No Senior Secondary
1930552,Thangam Mount Litera Zee School,Principal Mrs. V.Meenakshi,"No:79,New Attur Bye-Pass, Ayotiyapattinam, Salem-636103 ,636103",Tamil Nadu,"0427 ,04272290440",princizeesalem@gmail.com,www.tmlzss.org,3/31/2021,Senior Secondary,1930552 Affiliation No Senior Secondary
1930998,The Adhyayana International Public School,Principal Mr. U. Manoharan,"518, Lakshmi Nagar, Thondamuthur Road, Boomanampalayam ,641046",Tamil Nadu,",04222425220",taipschool@gmail.com,,3/31/2022,Secondary School,1930998 Affiliation No Secondary School
1930163,The Aditya Birla Public School,Principal Kiran S Patel,"Reddipalayam Po Ariyalur Tk Tamil Nadu ,621704",Tamil Nadu,"4329 ,249238",skbm5969@gmail.com,www.adityabirlaschools.com,3/31/2020,Senior Secondary,1930163 Affiliation No Senior Secondary
1930216,The Ashok Leyland School,Principal Uma Srinivasan,"E-1,Sipcot Industrial Complex,Sipcot Phase Ii ,635109",Tamil Nadu,"4344 ,260771",ashokleylandschool@gmail.com,www.thealschool.org/www.thealschool.edu.in,3/31/2023,Senior Secondary,1930216 Affiliation No Senior Secondary
1930381,The B.V.B. School Therkuppallam,Principal Sudha Balachandran,"The B.V.B. School, Therkuppallam, ,638012",Tamil Nadu,"0424 ,2430766",sudhabala65@yahoo.in,bvb.honeysoft.in,3/31/2020,Secondary School,1930381 Affiliation No Secondary School
1930288,The Camford International School,Principal S G Kavita,"S.F. No 574/1 Maniyakaran Palayam ,641006",Tamil Nadu,"0422 ,6056661",principal@thecamford.org,www.thecamford.org,3/31/2021,Senior Secondary,1930288 Affiliation No Senior Secondary
1930363,The Earnest Academy,Principal M. Bhuvaneshwari,"Palankarai Post Avinashi ,641654",Tamil Nadu,"4296 ,271555",theearnestacademy@gmail.com,www.theearnestacademy.org,3/31/2021,Senior Secondary,1930363 Affiliation No Senior Secondary
1930642,The Fathima Matriculation Hr. Sec. School,Principal Nigar Akthar,"No:5, Police Lane, Saidapet, Chennai- 600 015 ,600015",Tamil Nadu,"044 ,23810627",nigar61@gmail.com,www.fathimaschool.com,3/31/2020,Senior Secondary,1930642 Affiliation No Senior Secondary
1930317,The Geekay World School,Principal Praseedha Sreekumar,"450/A/A-1-2, Lalapet Road, Ammoor Village, Rani Walajah Taluk, North Arcok Ambedkar , Dist. Vellor, Tamil Nadu-632 501 ,632501",Tamil Nadu,"4172 ,274143",principal@gked.in,www.gked.in,3/31/2023,Senior Secondary,1930317 Affiliation No Senior Secondary
1930008,The Hindu Senior Sec School,Principal J Srinivasaraghavan,"83 Big Street Triplicane Chennai Tamil Nadu ,600005",Tamil Nadu,"044 ,28443312",hssstriplicane@gmail.com,www.hinduseniortriplicane.com,3/31/2020,Senior Secondary,1930008 Affiliation No Senior Secondary
1930045,The Hindu Senior Secondary School,Principal Padmini Sriraman,"Plot No.1 2Nd Main Road Indira Nagar Chennai Tamil Nadu ,600020",Tamil Nadu,"044 ,24901836",mini_sriraman@yahoo.com,www.hsssindiranagar.edu.in,3/31/2023,Senior Secondary,1930045 Affiliation No Senior Secondary
1930852,The Indian Model School,Principal Mrs. N.Kala,"Kumarapalayam Road, Kottamangalam ,642201",Tamil Nadu,",04252273333",theindianmodelschool@gmail.com,http://theindianmodelschool.in,3/31/2022,Secondary School,1930852 Affiliation No Secondary School
1930778,The Indian Public School,Principal Mr. M M Zia,"Near Kuruvampatti Zoological Park, Kannankuruchi Post, Chettichavadi ,636008",Tamil Nadu,"0427 ,04272004997,",salemtips@tipse.info,www.theindianpublicschool.org,3/31/2022,Senior Secondary,1930778 Affiliation No Senior Secondary
1930641,The Indian Public School,Principal Neil Guha,"371/1 & 379/1, Pazhamapuram Village, Poolampalayam(Post) Karur Tamil Nadu- 639 008 ,639008",Tamil Nadu,"0432 ,652222",neil@tipsglobal.org,www.tipscbse.com/karur,3/31/2020,Senior Secondary,1930641 Affiliation No Senior Secondary
1930948,The Indian Public School,Principal Mrs. Chitra S Nair,"315/3A, 315/3B1 Pethanaicken Palayam, Kallipalayam Village, Ss Kulam ,641107",Tamil Nadu,",4222366666",cbsekovai@tipsglobal.net,http://www.tipscbse.com/coimbatore/,3/31/2022,Senior Secondary,1930948 Affiliation No Senior Secondary
1930189,The Indian Public School,Principal K S Muniappan,"Erode Tamil Nadu ,638112",Tamil Nadu,"0424 ,2330099",muniappan@tipse.info,www.theindianpublicschool.org,3/31/2022,Senior Secondary,1930189 Affiliation No Senior Secondary
1930001,The Lawrence School,Principal K.Prabhakaran,"Lovedale Ootacamund The Nilgiris Tamil Nadu ,643003",Tamil Nadu,"0423 ,2453333,9412916409",hm@thelawrenceschool.org,www.thelawrenceschool.org,3/31/2024,Senior Secondary,1930001 Affiliation No Senior Secondary
1930462,The Leaders Academy,Principal Valarmathy,"Kadambavanam Village, Thiruvelangudi, Soorakudi Panchayat, Karaikudi, Shivagangai Distt. ,630002",Tamil Nadu,"4565 ,255181",aet.principaltla@gmail.com,www.theleadersschool.co.in,3/31/2022,Senior Secondary,1930462 Affiliation No Senior Secondary
1930531,The Meridian International School,Principal Sumi Aziz,"T. Pudhupalayam Village, Kozhikkalnatham Road, Chainnathambipalayam Post, Thiruchengodu Taluk ,637209",Tamil Nadu,"91 ,8508002277",Sumiaziz15580@gmail.com,www.themeridian.in,3/31/2023,Secondary School,1930531 Affiliation No Secondary School
1931050,The Nazareth Academy,Principal Mrs. Baby Mano,"The Nazareth Academy Tna Road, Trinity Avenue, Kovilpathagai Main Road, Kanndapalayam, Avadi, ,600062",Tamil Nadu,",9962534618",info@tna.edu.in,,3/31/2022,Secondary School,1931050 Affiliation No Secondary School
1930549,The Ngp School,Principal Gayathri Sudakar,"Dr. Ngp Nagar Kalapatti Road ,641048",Tamil Nadu,"0422 ,2369500",principal@thengpschool.ac.in,www.thengpschool.ac.in,3/31/2020,Senior Secondary,1930549 Affiliation No Senior Secondary
1930536,The Path Global Public School,Principal S Umamaheswari,"Malappambadi Village, Thiruvannamalai ,605611",Tamil Nadu,"4175 ,249396",theschooltvm@gmail.com,www.thepathgps.com,3/31/2019,Senior Secondary,1930536 Affiliation No Senior Secondary
1930262,The Pioneer School,Principal Mrs. Renuga Devi.N,"M.S.Road, Vetturnimadam ,629003",Tamil Nadu,"4652 ,04652230080",tps.cbseaff@gmail.com,www.pioneerschoolindia.com,3/31/2021,Senior Secondary,1930262 Affiliation No Senior Secondary
1930377,The Psbb Millennium School,Principal  R Santhi,"Dlf Garden City, Thazhambur, Omr Kancheepuram, ,603103",Tamil Nadu,"044 ,48517880",principal.omr@psbbmillenniumschool.org,www.psbbmillenniumschool.org,3/31/2022,Senior Secondary,1930377 Affiliation No Senior Secondary
1930662,The Psbb Millennium School,Principal Mrs. N Mahalakshmi,"Periyakattupalayam,Madalapattu Village, Pondicherry Cuddalore Ecr ,605007",Tamil Nadu,"0413 ,04132970067,",headmistress.pcecr@psbbmillenniumschool.org,www.psbbmillenniumschool.org/cuddalore,3/31/2021,Senior Secondary,1930662 Affiliation No Senior Secondary
1930575,The Psbb Millennium School,Principal Hemalatha Seshadri,"237 & 238, Somayampalayam, Coimbatore - 641 108 ,641108",Tamil Nadu,"0422 ,2908237",hema755psbbm@gmail.com,www.psbbmillenniumschool.org,3/31/2020,Senior Secondary,1930575 Affiliation No Senior Secondary
1930769,The Richmond Public School,Principal Mrs. Renuga S,"140/1B,Kunnathur Road,Seenapuram[Po], Perundurai[Tk] ,638057",Tamil Nadu,",7373846666,",therichmondpublicschoolcbse@gmail.com,http://www.therichmondschools.com,3/31/2022,Senior Secondary,1930769 Affiliation No Senior Secondary
1931034,The Samhita Academy,Principal Mrs. Mangalam Venkiteswaran,"S.F No: 85/2 Annapuram Road, Malumichampatti, Madukkarai Taluk. ,641050",Tamil Nadu,",04222226666",mangalamv@thesamhitaacademy.com,,3/31/2022,Secondary School,1931034 Affiliation No Secondary School
1930187,The Schram Academy,Principal Stella Pauline Punitha,"I Schram Avenue Maduravoyal Chennai ,600095",Tamil Nadu,"044 ,65687463",principal@theschramacademy.org,www.theschramacademy.com,3/31/2022,Senior Secondary,1930187 Affiliation No Senior Secondary
1930631,The Spice Valley Public School,Principal Mrs.K.Sabana Parvin,"New Colony, Bodinayakanur, Vaigain Veeran Alagamuthu Tamilnadu ,625513",Tamil Nadu,",04546 283310",tsvps2013@gmail.com,http://www.tsvps.in,3/31/2023,Secondary School,1930631 Affiliation No Secondary School
1930199,The Titan School,Principal Sajeetha Barathi,"Titan Township Mathigiri Hcf Post Hosur Tamil Nadu ,635110",Tamil Nadu,"4344 ,262640",sajeetha_barathi@yahoo.co.in,www.thetitanschool.com,3/31/2021,Secondary School,1930199 Affiliation No Secondary School
1930220,The Trinity Academy,Principal Indumathi Gopalakrishnan,"K.T.R.Estates,Bypass Road, ,610001",Tamil Nadu,"4366 ,251252",indumathi.bhushanam@gmail.com,www.thetrinityacademy.org,3/31/2020,Senior Secondary,1930220 Affiliation No Senior Secondary
1930969,The United Public School,Principal Mrs. Hemalatha Sathu,"Sf No 835/1 , G.Kovundampalayam , Periyanaikenpalayam , Coimbatore - North ,641020",Tamil Nadu,",04222692020",ups@uit.ac.in,,3/31/2022,Secondary School,1930969 Affiliation No Secondary School
1930193,The Velammal International School,Principal K Kothandaraman,"Velamal Gardens Panchetti Ponneri Taluk Chennai ,600066",Tamil Nadu,"044 ,32939326",PRINCIPAL@TVIS.IN,WWW.TVIS.IN,3/31/2020,Senior Secondary,1930193 Affiliation No Senior Secondary
1930403,The Vijay Millennium School,Principal Vijayalakshmi V,"Plot. 93, Rayakottai Road, Bayanapalli Village, Venkatapuram Panchayat, Krishnagiri Taluk, Dharmapuri District, Tamilnadu ,635001",Tamil Nadu,"4343 ,291367",vijiphysics1@gmail.com,http://www.thevijaymillennium.in/,3/31/2019,Senior Secondary,1930403 Affiliation No Senior Secondary
1930783,The Vijay Millennium School,Principal Mrs.Beulah Amos,"Pennagaram Road, Dharmapuri ,636701",Tamil Nadu,",9842991366",thevijaymillenniumdpi@yahoo.com,,3/31/2020,Secondary School,1930783 Affiliation No Secondary School
1930648,The Western Ghats International,Principal Sashi Kumaar S,"3G Road, P.G.Pudur,Ettimadai ,641112",Tamil Nadu,"0 ,9095470007",thewesternghatsschool@gmail.com,www.westernghatsschool.com,3/31/2020,Secondary School,1930648 Affiliation No Secondary School
1930460,Theni Kammavar Sangam Public School,Principal Mrs. A.Chitradevi,"Theni Kammavar Sangam Public School, Kammavar Nagar, Koduvilar Patti, Theni ,625534",Tamil Nadu,"4546 ,04546250088,",principaltksps@gmail.com,www.tkscbse.org,3/31/2021,Senior Secondary,1930460 Affiliation No Senior Secondary
1930278,Theoptimuspublicschool,Principal Usha Ramesh,"Bhavani-Kavindappadi Main Road, Sevagoundanur, Periapuliyur Village, Bhavani Taluk ,638455",Tamil Nadu,"4256 ,236712",optimuspublicschool@gmail.com,www.optimuspublicschool.org,3/31/2022,Senior Secondary,1930278 Affiliation No Senior Secondary
1930397,Thiruthangal Nadar Vidhyalaya,Principal G Sethuraman,"No.1051, T.H.Road Madhavaram Taluk Thiruvallore Chennai Tn ,600019",Tamil Nadu,"044 ,25993131",sethuchem12@gmail.com,www.thiruthangalnadarvidhyalaya.org,3/31/2023,Senior Secondary,1930397 Affiliation No Senior Secondary
1930119,Thriveni Academy,Principal Anand M P,"Thriveni Nagar Sigaperumal Koil Via Chingleput Distt. Tamil Nadu ,603204",Tamil Nadu,"91 ,9282556060",avptacademy@gmail.com,www.thriveniacademy.com,3/31/2018,Senior Secondary,1930119 Affiliation No Senior Secondary
1930904,Tiaano Vidyashrm,Principal Mrs. Suguna Davidraj,"No. 250, Pushpagiri, Sethupattu Village, Manimangalam, Sriperumbudur Taluk, Kancheepuram Dist, Postal Code - 601301 ,601301",Tamil Nadu,",04427174574",info@tiaanovidyashrm.com,http://www.tiaanovidyashrm.com/,3/31/2021,Secondary School,1930904 Affiliation No Secondary School
1930957,Tiruchy Public School,Principal Mr. Vinoltan P,"Tiruchy Public School, Thirunedungulam, Thuvakudi, Tiruchy. ,620015",Tamil Nadu,",0431-2533441",tpsthuvakudi@gmail.com,http://www.tpsjet.com,3/31/2021,Secondary School,1930957 Affiliation No Secondary School
1930940,Tmhnu Nadar Saraswathi Public School,Principal Mrs. P.Sampavi,"Annanji,Vadapudupatti. ,625531",Tamil Nadu,",04546296296",nspublic2015@gmail.com,,3/31/2021,Secondary School,1930940 Affiliation No Secondary School
1930637,Tnpl Public School,Principal Dr. Ayyappan V M,"Kagithapuram Karur District Tamilnadu.-639 136 ,639136",Tamil Nadu,"4324 ,04324275046",tnplpublicschool@tnpl.co.in,www.tnplpublicschool.com,3/31/2021,Senior Secondary,1930637 Affiliation No Senior Secondary
1930989,Trileaves Global School,Principal Mrs. Geethika Sivaramakrishnan,"New S.No.165/28, Thirumagal Nagar, Rajakilpakkam ,600073",Tamil Nadu,",04422284448",trileavesglobalschool@gmail.com,http://www.trileavesglobalschool.com,3/31/2022,Secondary School,1930989 Affiliation No Secondary School
1930882,Trinity Central School,Principal Mrs.R Amali,"Chithirancode, Manalikarai Post, Kanyakumari District ,629164",Tamil Nadu,",04651-288041,288042",trinitycbseschool@gmail.com,,3/31/2021,Secondary School,1930882 Affiliation No Secondary School
1930325,Trinity International School,Principal Eddy John B,"Trinity Nagar, Mohanur Road, Namakkal ,637001",Tamil Nadu,"0 ,9487042451",eddyjohn.sundar@gmail.com,www.trinitycbse.in or www.trinitycbse.com,3/31/2022,Senior Secondary,1930325 Affiliation No Senior Secondary
1930901,Trs Global Public School,Principal Mrs. Sindhu K A,"Trs Campus, Sri Krishna Nagar, Tiruttatni High Road, ,631003",Tamil Nadu,",9788255800",trsgps7@gmail.com,http://trsglobalpublicschool.com,3/31/2021,Middle Class,1930901 Affiliation No Middle Class
1931014,Trs Global Public School,Principal Mrs. Sindhu K A,"Trs Campus, Sri Krishna Nagar, Tiruttani High Road ,631003",Tamil Nadu,",9944336600",rwtrust77@gmail.com,,3/31/2022,Secondary School,1931014 Affiliation No Secondary School
1930776,Tulip International School,Principal Mrs.S.Padmavathi,"Tulip International School Flat No 142/1B,142/2B, 142/2C Athimalaipattu Arani Taluk Thiruvannamalai District ,632315",Tamil Nadu,",9445201199",tulipschool2016@gmail.com,http://www.tulipinternationalschool.in,3/31/2020,Middle Class,1930776 Affiliation No Middle Class
1930234,Tvs Academy,Principal Srividya Mouli,"Sipcot Ii Phase Bethalapalli Hosur, Distt Dharampuri, Tamilnadu 635 125 ,635109",Tamil Nadu,"4344 ,260489",tvsahosur@yahoo.co.in,www.tvsacademyhosur.com,3/31/2020,Senior Secondary,1930234 Affiliation No Senior Secondary
1930232,Tvs Academy,Principal T S Sudha,"Adaiyur, Distt Tiruvannamalai, Tamilnadu ,606604",Tamil Nadu,"4175 ,232400",tssudha_lv@yahoo.com,www.tvsatvmalai.com,3/31/2020,Secondary School,1930232 Affiliation No Secondary School
1930708,Union Christian Public School,Principal Mrs. Susan Chandy Jacob,"# 29, Pachaiappas College Hostel Road, Chetpet, ,600031",Tamil Nadu,",04426411902",principalucps2018@gmail.com,http://www.unionchristianpublicschool.com,3/31/2022,Senior Secondary,1930708 Affiliation No Senior Secondary
1930308,United Public School,Principal Stephen Shankar,"Pollachi - Dharapuram Road, Ottamadam, Metrathi Village, Udumalpet T.K., Tirupur District ,638657",Tamil Nadu,"4252 ,293005",ups.stephen@gmail.com,http://www.unitedpublicschool.ac.in/,3/31/2020,Senior Secondary,1930308 Affiliation No Senior Secondary
1930241,Unity Public School,Principal Humayun Kabir M,"109, Lake View Road, Kottur, Chennai ,600085",Tamil Nadu,"044 ,24451233",principal.ups@unityschool.in,www.unitypublicschool.com,3/31/2020,Senior Secondary,1930241 Affiliation No Senior Secondary
1930120,V V N K M English Medium School,Principal M S Saravanan,"No.11 D K M College Road Sainathapuram Vellore Tamil Nadu ,632001",Tamil Nadu,"0416 ,2264704",princi.vvnkm@gmail.com,www.vvnkm.org,3/31/2023,Senior Secondary,1930120 Affiliation No Senior Secondary
1930355,V.K.M. Vidhyalaya,Principal Mr.Arokiyaraj Francis Xavier,"V.K.M. Vidhyalaya Tindivanam-Pondy Highway Omanthur ,604102",Tamil Nadu,"4147 ,04147-291181,",vkmvidhyalaya.vari@gmail.com,www.vkmschools.com,3/31/2021,Senior Secondary,1930355 Affiliation No Senior Secondary
1930938,V.S.Stars Public School,Principal Mrs. Pramodhaa P,"164, Sadras Road, Mangalam ,603109",Tamil Nadu,",9994257608",vsstarspublicschool@gmail.com,,3/31/2022,Middle Class,1930938 Affiliation No Middle Class
1930408,Vaggisvari Vidyalaya,Principal Mr.K.Rajendhiren,"R.R Gardens Jagir Reddipatty Jagir Ammapalayam (Po), Salem Distt., Tamilnadu ,636302",Tamil Nadu,"0427 ,0427 2340888,",vaggisvari@gmail.com,,3/31/2021,Senior Secondary,1930408 Affiliation No Senior Secondary
1930566,Vailankanni Public School,Principal P.N. Ashok,"Plot No. 21 D, T N H B,Phase Ii,Rayakottai Road,Kattiganapalli Village, Krishnagiri ,635001",Tamil Nadu,"4343 ,9095192192",nprasad.reddy@gmail.com,www.vpscbsekrishnagiri.com,3/31/2020,Senior Secondary,1930566 Affiliation No Senior Secondary
1930376,Vairams Public School,Principal Mr.D.Rajkumar,"Perumanadu Village, Pudukkottai Iluppur-622104 ,622104",Tamil Nadu,"07774 ,04322 236777",ajay@sec.ac.in,http://www.svv.ac.in,3/31/2020,Secondary School,1930376 Affiliation No Secondary School
1930686,Valaraigate Vidyalayam,Principal B Malathi,"S.F.No 201/1A,Valaraigate,Kokkarayanpettai Road ,637214",Tamil Nadu,"4288 ,285859",vschool.cbse@gmail.com,www.vschool-cbse.in,3/31/2020,Secondary School,1930686 Affiliation No Secondary School
